10072,31185,0010 6
10072,31185,0100 2
10072,31595,0010 2
10072,31595,0100 2
10073,17554,0010 2
10073,17568,0100 2
10073,18625,0010 3
10073,20198,0100 2
10073,31185,0100 3
10074,13373,0010 1
10074,21392,0010 1
10074,26943,0100 1
10076,10113,0100 3
10076,15792,0010 2
10076,29046,0010 1
10077,15240,0010 2
10077,24697,0010 1
10077,31375,0010 1
10078,24697,0010 2
10079,18625,0010 5
1008,20198,0010 6
1008,24002,0010 2
10080,23495,0100 6
10082,10104,0010 1
10083,27323,0100 3
10083,31631,0010 3
10084,10113,0100 3
10084,15792,0010 7
10084,23495,0100 1
10084,24697,0010 6
10084,29046,0010 1
10085,20198,0010 2
10085,23495,0100 2
10085,23611,0010 2
10085,31185,0010 2
10086,15787,0010 14
10086,23492,0100 6
10086,27323,0010 12
10086,31185,0010 3
10087,15787,0010 4
10087,31185,0010 4
10088,27519,0100 7
10089,26180,0010 12
10089,27518,0010 12
1009,11972,0100 3
1009,20198,0010 18
10090,24697,0010 2
10091,10123,0100 3
10091,15335,0010 5
10091,15787,0010 43
10091,20198,0010 49
10091,23492,0100 44
10091,24247,0100 2
10091,27519,0100 44
10091,31185,0010 5
10092,31764,0010 1
10093,15335,0100 4
10093,23611,0100 8
10093,32964,0010 12
10094,12726,0100 4
10095,25764,0100 1
10095,26180,0010 15
10095,27323,0010 15
10095,31185,0100 4
10095,32964,0100 8
10096,18625,0010 1
10096,31185,0100 1
10097,11972,0010 1
10097,20049,0010 4
10097,20198,0010 4
10097,25764,0100 1
10097,31185,0100 1
10098,20750,0100 1
10098,31185,0010 1
10099,10116,0100 1
10099,10135,0100 3
10099,11972,0010 2
10099,15787,0010 3
10099,20198,0010 7
10099,27323,0010 2
10099,31185,0010 1
101,12726,0010 2
101,133,0100 4
101,20198,0010 16
101,28939,0010 8
1010,26735,0010 50
1010,27323,0010 50
1010,28354,0100 100
10100,10116,0100 2
10100,10135,0100 1
10100,11972,0010 5
10100,20198,0010 1
10100,32964,0010 2
10101,33677,0010 2
10102,10106,0100 6
10102,10118,0010 1
10102,12726,0100 15
10102,20198,0100 3
10102,23367,0100 2
10102,27323,0010 1
10102,31185,0010 11
10102,32646,0010 15
10103,15335,0100 5
10103,31185,0010 5
10104,10123,0100 1
10104,18625,0010 2
10104,18943,0010 1
10104,25764,0100 3
10104,26180,0010 3
10104,26368,0100 3
10104,31185,0010 11
10104,31185,0100 2
10105,18625,0010 1
10105,31185,0100 1
10106,10107,0010 6
10106,10123,0010 6
10106,17861,0100 1
10106,20198,0010 9
10106,23495,0100 6
10107,20198,0010 6
10108,20198,0010 1
10108,25764,0100 2
10108,26368,0010 1
10108,31631,0010 1
10108,33677,0010 1
10109,25534,0100 1
10109,26180,0010 1
10109,31185,0010 2
10109,31185,0100 1
1011,27847,0010 1
10110,11972,0010 2
10110,12726,0100 2
10110,17681,0010 2
10110,31185,0010 2
10112,11972,0010 1
10112,26180,0010 1
10112,31185,0010 1
10112,31688,0100 1
10113,11972,0010 3
10113,15787,0010 3
10114,15787,0010 4
10114,17539,0100 1
10114,17559,0100 2
10114,17681,0010 4
10114,20198,0100 5
10114,27323,0010 3
10114,27519,0100 1
10114,31185,0010 4
10114,31185,0100 1
10115,27323,0010 2
10115,31185,0010 4
10116,15787,0010 2
10116,23495,0100 1
10116,31631,0010 2
10117,10133,0010 8
10117,12726,0010 6
10117,15792,0010 4
10117,15792,0100 2
10117,23367,0010 1
10117,23495,0100 4
10117,31403,0100 1
10117,31841,0100 2
10117,33677,0010 1
10118,12726,0100 8
10118,28319,0010 4
10118,31185,0010 1
10119,20750,0010 1
10120,31185,0010 1
10121,20198,0010 68
10121,27518,0010 2
10122,18943,0010 6
10122,20198,0100 5
10122,21392,0010 6
10122,21537,0100 1
10122,23492,0100 5
10122,23611,0100 1
10122,26180,0010 6
10122,27519,0100 6
10122,31185,0010 1
10123,27323,0010 2
10123,31185,0010 6
10124,15792,0010 4
10125,15787,0010 2
10125,15792,0010 2
10126,15787,0010 4
10126,15792,0010 2
10127,10127,0100 6
10127,10128,0100 8
10127,15792,0010 2
10127,20198,0010 9
10127,23495,0100 1
10128,15792,0010 4
10128,20198,0010 12
10129,20198,0010 9
10129,26180,0010 6
10129,31631,0010 3
1013,26180,0010 2
1013,9450,0100 2
10130,15233,0010 23
10131,11972,0010 1
10131,23492,0100 1
10131,26180,0010 7
10132,11972,0010 2
10132,23492,0100 2
10132,26180,0010 16
10133,12726,0010 4
10133,12726,0100 2
10133,15792,0010 8
10133,15792,0100 2
10133,20198,0010 8
10133,23367,0010 1
10133,23495,0100 2
10134,20198,0100 1
10134,31185,0010 4
10134,31369,0100 1
10135,15787,0010 2
10135,17092,0010 3
10135,20198,0010 61
10135,23495,0100 11
10135,26180,0010 1
10135,27323,0010 6
10135,31631,0010 2
10135,33417,0010 3
10136,18943,0010 2
10136,20198,0010 4
10136,27323,0100 1
10136,31185,0010 2
10138,12726,0100 1
10138,20198,0010 2
10139,12441,0010 1
10139,12441,0100 1
10139,15671,0010 4
10139,15792,0010 2
10139,16932,0010 1
10139,23367,0010 2
10139,27732,0010 2
10139,29046,0010 1
1014,11871,0100 1
1014,26180,0010 2
10140,10140,0100 4
10140,12726,0010 13
10140,15260,0100 11
10140,15792,0010 5
10140,23367,0010 2
10140,23495,0100 3
10140,29046,0010 19
10140,33417,0010 2
10140,33873,0100 2
10141,10141,0100 42
10141,10142,0100 16
10141,12726,0010 16
10141,14449,0010 3
10141,15027,0010 1
10141,15027,0100 2
10141,15240,0010 8
10141,15787,0010 4
10141,15792,0010 31
10141,16739,0100 1
10141,16743,0100 1
10141,17051,0010 1
10141,17861,0100 15
10141,18757,0010 1
10141,20086,0100 13
10141,20198,0010 2
10141,21392,0010 4
10141,23367,0010 7
10141,23495,0100 28
10141,24697,0010 13
10141,24925,0010 2
10141,24925,0100 9
10141,26138,0100 4
10141,26180,0010 20
10141,26496,0010 2
10141,26677,0010 1
10141,28530,0010 2
10141,29713,0100 3
10141,31185,0010 2
10141,31362,0010 2
10141,31368,0010 1
10141,31385,0010 4
10141,31894,0010 1
10141,32964,0010 5
10141,33873,0100 1
10142,12726,0010 14
10142,17051,0010 4
10142,23495,0100 14
10142,26496,0010 4
10142,29713,0100 2
10144,12932,0010 11
10144,14948,0010 4
10144,16508,0010 14
10144,17742,0010 8
10144,17742,0100 31
10144,18865,0010 2
10144,18867,0010 8
10144,18868,0010 4
10144,18869,0010 2
10144,19462,0100 37
10144,29447,0010 12
10144,29448,0010 2
10145,31185,0010 6
10146,15027,0100 2
10146,20198,0010 15
10146,31375,0010 1
10147,26180,0010 2
10147,27519,0100 2
10148,17559,0100 2
10148,20198,0010 5
10148,30916,0010 1
10148,30916,0100 1
10148,30916,0110 2
10149,10149,0100 2
10149,10150,0100 2
10149,15787,0010 6
10149,23492,0100 4
1015,13773,0100 2
1015,9780,0010 2
10150,15787,0010 4
10150,23492,0100 8
10151,15787,0010 8
10151,26832,0100 8
10151,27519,0100 8
10152,31631,0010 1
10152,33320,0100 5
10153,27519,0100 4
10153,31185,0010 4
10153,31595,0100 3
10154,20198,0010 15
10155,12726,0100 5
10155,15787,0010 5
10155,20198,0010 1
10155,26180,0010 5
10155,27323,0010 5
10155,32646,0010 4
10156,31631,0010 1
10157,20198,0010 25
10157,21741,0010 1
10157,23492,0100 4
10158,20198,0010 10
10158,21392,0010 184
10158,31185,0010 5
10159,17566,0100 2
1016,12726,0100 1
1016,6858,0010 1
10160,20198,0010 12
10161,20198,0010 2
10162,28329,0100 2
10163,27323,0010 2
10163,28319,0100 2
10163,30115,0100 4
10164,23611,0010 6
10165,23611,0010 6
10166,15787,0100 2
10166,31185,0010 4
10166,31595,0010 2
10166,31595,0100 2
10166,34411,0100 4
10167,25688,0100 13
10167,32646,0100 4
10168,23611,0100 1
10168,31185,0100 2
1017,9642,0010 1
10171,20198,0010 1
10172,10173,0010 2
10172,10179,0010 41
10172,10183,0010 4
10172,14054,0010 28
10172,20198,0010 7
10173,10175,0100 1
10173,10177,0100 2
10173,10180,0100 144
10173,10265,0100 2
10173,11871,0100 9
10173,11873,0100 9
10173,12441,0100 9
10173,12466,0100 1
10173,12994,0100 1
10173,13763,0100 6
10173,13773,0100 7
10173,13851,0100 7
10173,14053,0100 1
10173,14055,0100 1
10173,14056,0100 1
10173,14057,0100 2
10173,14058,0100 3
10173,14059,0100 5
10173,14060,0100 1
10173,14062,0100 2
10173,14064,0100 1
10173,14065,0100 1
10173,14067,0100 3
10173,14069,0100 4
10173,14070,0100 2
10173,14073,0100 1
10173,14074,0100 5
10173,14075,0100 1
10173,14076,0100 8
10173,14078,0100 1
10173,14079,0100 2
10173,14080,0100 6
10173,14082,0100 2
10173,14083,0100 2
10173,14084,0100 3
10173,14085,0100 1
10173,14086,0100 1
10173,14089,0100 1
10173,14091,0100 1
10173,14881,0100 4
10173,15221,0100 7
10173,15222,0100 8
10173,15224,0100 8
10173,15225,0100 7
10173,15228,0100 1
10173,15229,0100 1
10173,15240,0100 1
10173,16027,0100 4
10173,16073,0100 1
10173,16733,0100 2
10173,17539,0100 4
10173,17554,0100 1
10173,17579,0100 13
10173,17584,0100 14
10173,17592,0100 15
10173,17594,0100 14
10173,17611,0100 12
10173,17612,0100 3
10173,17615,0100 15
10173,17622,0100 14
10173,17861,0100 11
10173,18299,0100 3
10173,18657,0100 1
10173,19717,0100 2
10173,20049,0100 4
10173,20198,0100 1
10173,21392,0100 1
10173,23611,0100 6
10173,24036,0100 2
10173,24795,0100 1
10173,24977,0100 3
10173,25112,0100 3
10173,25268,0100 8
10173,25269,0100 9
10173,25764,0100 5
10173,26707,0100 10
10173,27323,0100 1
10173,27331,0100 1
10173,27332,0100 2
10173,27365,0100 7
10173,27517,0100 4
10173,27519,0100 1
10173,27599,0100 3
10173,28319,0100 5
10173,28499,0100 1
10173,28641,0100 8
10173,28880,0100 1
10173,28939,0100 4
10173,30115,0100 2
10173,30793,0100 11
10173,31181,0100 9
10173,31185,0100 1
10173,31369,0100 7
10173,31396,0100 5
10173,31595,0100 81
10173,31764,0100 7
10173,32236,0100 7
10173,32646,0100 1
10173,32677,0100 4
10173,32785,0100 8
10173,34008,0100 2
10173,34340,0100 2
10173,34376,0100 2
10174,10174,0100 5
10174,10179,0100 121
10174,10179,0110 12
10174,14087,0010 31
10174,20198,0010 240
10174,20198,0100 36
10174,32646,0100 20
10175,14054,0010 18
10175,15787,0010 2
10175,18625,0100 20
10175,20198,0010 59
10175,23611,0100 20
10175,30916,0010 1
10175,31185,0010 38
10175,32646,0010 16
10176,11972,0100 1
10176,13044,0010 1
10176,28319,0010 1
10176,31595,0100 1
10177,17681,0010 1
10177,20198,0010 1
10177,28319,0100 128
10177,31185,0010 131
10177,31631,0100 2
10178,27519,0100 51
10179,20198,0010 57
10179,20198,0100 207
10179,20198,0110 63
10179,23611,0010 20
1018,18667,0100 2
10180,10181,0010 46
10181,10184,0100 233
10181,31595,0100 5262
10182,17681,0010 3
10182,20198,0010 60
10183,20198,0100 11
10183,20198,0110 44
10185,14057,0010 5
10185,27323,0100 5
10186,11972,0010 2
10186,12726,0100 3
10186,20750,0010 2
10186,26735,0010 2
10186,27323,0010 2
10186,28034,0010 5
10186,30115,0010 7
10187,31185,0010 10
10188,15240,0100 3
10188,26735,0010 6
10188,27323,0010 5
10189,26735,0010 6
10189,27323,0010 5
1019,17681,0010 1
1019,31859,0100 1
10191,23286,0100 1
10191,24697,0010 1
10192,26180,0010 12
10193,20198,0010 52
10193,20198,0100 52
10194,12726,0010 6
10194,12726,0100 8
10194,17051,0010 4
10194,20198,0010 1
10194,23611,0100 4
10194,32646,0010 2
10195,17681,0010 1
10195,31185,0100 1
10196,10265,0100 2
10196,11972,0100 1
10196,12523,0100 1
10196,12726,0010 2
10196,12726,0100 3
10196,12735,0100 12
10196,12792,0100 1
10196,13773,0100 1
10196,14112,0100 3
10196,15767,0010 2
10196,15773,0100 78
10196,15778,0010 28
10196,15778,0100 1
10196,15778,0110 1
10196,15787,0010 10
10196,15787,0100 5
10196,16601,0100 4
10196,16733,0100 4
10196,16830,0010 13
10196,16897,0100 2
10196,17121,0100 33
10196,17197,0100 6
10196,17215,0100 1
10196,17217,0100 1
10196,17431,0100 7
10196,17436,0100 1
10196,17539,0010 1
10196,17539,0100 10
10196,17554,0100 3
10196,17559,0100 13
10196,17566,0100 46
10196,17573,0100 1
10196,17575,0100 14
10196,17681,0010 314
10196,17681,0100 3
10196,18036,0100 3
10196,19354,0100 1
10196,19406,0100 1
10196,19407,0100 1
10196,20198,0010 6
10196,20198,0100 14
10196,20198,0110 3
10196,23492,0100 5
10196,23750,0010 2
10196,23750,0100 1
10196,23759,0100 54
10196,24273,0100 1
10196,24282,0100 1
10196,25688,0100 3
10196,25694,0100 1
10196,25764,0010 1
10196,25764,0100 1
10196,27323,0010 5
10196,27323,0100 7
10196,27519,0100 3
10196,27824,0100 1
10196,28319,0100 23
10196,30549,0100 1
10196,30916,0100 60
10196,31185,0010 111
10196,31185,0100 13
10196,31842,0100 1
10196,32646,0100 14
10196,34349,0100 1
10197,12726,0010 16
10198,12726,0100 4
10199,12726,0100 3
102,128,0100 11
102,15233,0100 1
102,156,0100 7
102,157,0100 2
102,17681,0010 1
102,20198,0010 76
102,20198,0100 4
102,20198,0110 7
102,23611,0100 1
102,25764,0100 14
102,26180,0010 17
102,27519,0100 1
102,31185,0010 7
102,31185,0100 1
102,32646,0100 11
102,9939,0100 3
1020,10027,0010 2
1020,10081,0100 2
1020,10113,0010 3
1020,10141,0010 27
1020,10141,0100 1
1020,1020,0100 450
1020,1021,0010 1
1020,10628,0010 18
1020,10666,0010 8
1020,10668,0100 1
1020,1107,0010 4
1020,11139,0010 1
1020,11186,0010 8
1020,11231,0010 2
1020,11281,0010 12
1020,11315,0010 1
1020,11351,0100 8
1020,11378,0100 1
1020,11496,0010 2
1020,11688,0010 2
1020,11688,0100 44
1020,11704,0100 2
1020,11839,0100 1
1020,11871,0010 48
1020,11873,0010 306
1020,11873,0100 341
1020,11875,0010 36
1020,11875,0100 18
1020,11972,0010 8
1020,11972,0100 3
1020,11992,0010 3
1020,11992,0100 4
1020,12253,0100 1
1020,12441,0010 40
1020,12441,0100 100
1020,12443,0010 18
1020,12466,0010 2
1020,12473,0010 2
1020,12473,0100 2
1020,1260,0010 32
1020,12721,0010 3
1020,12721,0100 1
1020,12721,0110 2
1020,12726,0010 250
1020,12726,0100 10
1020,12814,0010 1
1020,12928,0010 1
1020,13021,0100 1
1020,13094,0010 12
1020,13094,0100 13
1020,13101,0010 4
1020,13113,0100 1
1020,13236,0010 17
1020,13259,0010 2
1020,13518,0100 2
1020,13560,0100 1
1020,13651,0010 2
1020,13773,0010 1
1020,14126,0100 3
1020,14447,0100 2
1020,14449,0010 12
1020,14485,0010 3
1020,14492,0100 1
1020,14498,0100 1
1020,14611,0100 14
1020,14645,0010 1
1020,14799,0010 105
1020,14799,0100 54
1020,14831,0010 17
1020,15027,0010 42
1020,15027,0100 190
1020,15028,0100 1
1020,15072,0100 1
1020,15079,0010 2
1020,15081,0010 1
1020,15103,0010 2
1020,15113,0100 10
1020,15114,0010 6
1020,15233,0010 1
1020,15233,0100 1
1020,15240,0010 21
1020,15240,0100 8
1020,15288,0100 1
1020,15311,0100 1
1020,15477,0010 16
1020,15482,0010 1
1020,15523,0010 8
1020,15523,0100 3
1020,15667,0010 4
1020,15783,0010 7
1020,15787,0010 153
1020,15787,0100 9
1020,15792,0010 1656
1020,15792,0100 7
1020,15792,0110 2
1020,15962,0010 6
1020,15974,0100 1
1020,16024,0010 3
1020,16519,0100 1
1020,16659,0010 3
1020,16682,0010 1
1020,16882,0100 3
1020,16923,0010 5
1020,16932,0100 1
1020,17022,0100 3
1020,17037,0100 15
1020,17041,0100 10
1020,17051,0010 4
1020,17051,0100 1
1020,17092,0010 241
1020,17092,0100 5
1020,17118,0010 53
1020,17118,0100 11
1020,17566,0010 2
1020,17575,0010 1
1020,17681,0010 22
1020,17681,0100 7
1020,17692,0100 1
1020,17778,0010 35
1020,17778,0100 24
1020,17852,0010 4
1020,17861,0010 498
1020,17861,0100 56
1020,17861,0110 7
1020,17869,0010 2
1020,17881,0010 1
1020,17908,0010 24
1020,17925,0100 1
1020,17969,0100 1
1020,1811,0100 5
1020,1816,0100 1
1020,18210,0100 5
1020,18237,0010 47
1020,1827,0100 5
1020,18324,0010 1
1020,18336,0010 1
1020,18402,0010 6
1020,18487,0010 1
1020,18563,0010 1
1020,18589,0100 325
1020,18617,0100 1
1020,18625,0010 56
1020,18657,0010 8
1020,18667,0010 144
1020,18667,0100 15
1020,18796,0010 13
1020,18943,0010 6
1020,19365,0010 14
1020,19365,0100 19
1020,19368,0010 6
1020,19371,0010 62
1020,19386,0010 8
1020,19388,0010 4
1020,19388,0100 4
1020,19512,0010 2
1020,19512,0100 2
1020,19723,0100 1
1020,19969,0010 14
1020,20023,0100 9
1020,20044,0010 2
1020,20049,0010 1
1020,20086,0100 6
1020,20088,0100 6
1020,20198,0010 245
1020,20198,0100 70
1020,20198,0110 3
1020,20750,0010 13
1020,20754,0010 66
1020,20770,0010 1
1020,20932,0100 50
1020,21002,0100 4
1020,21108,0010 4
1020,21193,0010 2
1020,21260,0010 1
1020,21392,0010 52
1020,21392,0100 8
1020,21392,0110 2
1020,21419,0100 1
1020,21557,0100 2
1020,21669,0010 1
1020,21674,0010 308
1020,21674,0100 1
1020,21676,0110 1
1020,21677,0100 1
1020,21684,0100 3
1020,21786,0010 1
1020,21786,0100 1
1020,21818,0100 3
1020,21931,0010 2
1020,21931,0100 2
1020,21932,0010 4
1020,22956,0010 32
1020,22977,0100 63
1020,23054,0100 1
1020,23079,0010 3
1020,23111,0010 7
1020,23127,0010 3
1020,23327,0100 1
1020,23357,0010 1
1020,23367,0010 901
1020,23367,0100 100
1020,23408,0100 1
1020,23492,0010 6
1020,23492,0100 2
1020,23495,0010 14
1020,23495,0100 2678
1020,23495,0110 1
1020,23524,0100 4
1020,23535,0100 3
1020,23548,0100 5
1020,23611,0100 2
1020,23624,0100 4
1020,23625,0100 1
1020,23683,0100 4
1020,23690,0100 3
1020,23727,0100 1
1020,23756,0010 7
1020,23842,0010 66
1020,23866,0100 1
1020,23973,0010 3
1020,23974,0010 12
1020,23975,0010 6
1020,24254,0100 1
1020,24258,0010 1
1020,24274,0010 1
1020,24399,0010 1
1020,24563,0010 3
1020,24688,0100 1
1020,24691,0100 1
1020,24697,0010 147
1020,24697,0100 144
1020,24697,0110 7
1020,24698,0100 1
1020,24742,0010 2
1020,24757,0010 16
1020,24793,0100 16
1020,24875,0010 7
1020,24925,0010 27
1020,24925,0100 3
1020,25102,0010 4
1020,25127,0100 4
1020,25153,0010 2
1020,25270,0100 3
1020,25294,0010 8
1020,25328,0100 3
1020,25430,0100 2
1020,25534,0010 31
1020,25534,0100 1
1020,25534,0110 1
1020,25540,0010 5
1020,25543,0010 81
1020,25543,0100 68
1020,25543,0110 9
1020,2571,0010 3
1020,25780,0100 19
1020,25799,0010 3
1020,25986,0010 6
1020,25986,0100 3
1020,26083,0010 10
1020,26084,0010 74
1020,26084,0100 58
1020,26180,0010 613
1020,26180,0100 13
1020,26304,0100 2
1020,26368,0010 7
1020,26368,0100 2
1020,26384,0010 1
1020,26456,0010 24
1020,26653,0010 6
1020,26657,0010 2
1020,26696,0010 47
1020,26759,0010 11
1020,26804,0010 5
1020,26921,0100 1
1020,26960,0100 3
1020,26999,0010 2
1020,27021,0010 65
1020,27021,0100 3
1020,27022,0010 1
1020,27124,0010 228
1020,27124,0100 75
1020,27125,0010 11
1020,27125,0100 6
1020,27246,0010 3
1020,27246,0100 40
1020,27322,0010 2
1020,27322,0100 3
1020,27323,0010 5
1020,27323,0100 3
1020,27365,0010 42
1020,27365,0100 45
1020,27425,0010 6
1020,27515,0010 1
1020,27517,0010 18
1020,27517,0100 17
1020,27518,0010 206
1020,27518,0100 3
1020,27519,0010 34
1020,27519,0100 15
1020,27547,0100 4
1020,27629,0100 10
1020,27630,0100 24
1020,27633,0100 6
1020,27732,0010 57
1020,27732,0100 22
1020,27847,0010 313
1020,27918,0010 4
1020,28043,0010 1
1020,2823,0010 1
1020,28319,0010 3
1020,28319,0100 1
1020,28329,0010 4
1020,28329,0100 1
1020,28398,0100 17
1020,28625,0100 4
1020,28791,0100 6
1020,29028,0100 1
1020,29046,0010 1919
1020,29046,0100 16
1020,29046,0110 2
1020,29240,0010 3
1020,29240,0100 3
1020,29251,0010 29
1020,29251,0100 48
1020,29463,0100 192
1020,29465,0100 3
1020,29471,0010 3
1020,29555,0100 1
1020,29671,0010 7
1020,29713,0100 3
1020,2991,0100 1
1020,29930,0010 1
1020,29932,0100 1
1020,30050,0010 4
1020,30080,0010 3
1020,30115,0010 2
1020,30115,0100 16
1020,30135,0010 12
1020,30135,0100 1
1020,30196,0010 21
1020,30199,0010 5
1020,30200,0010 217
1020,30200,0100 31
1020,30214,0010 11
1020,30222,0100 1
1020,30786,0100 8
1020,30793,0010 1
1020,30876,0100 2
1020,30892,0100 1
1020,31184,0100 97
1020,31185,0010 61
1020,31338,0100 1
1020,31362,0010 3
1020,31362,0100 2
1020,31368,0010 41
1020,31369,0010 3
1020,31375,0010 150
1020,31385,0010 27
1020,31385,0100 19
1020,31387,0010 81
